1153587400296112218,1153348653122076676,berkingurcan,ththt,2023-09-19T07:04:28.848Z,,,,
1153558001714728980,1153348653122076676,berkingurcan,bombombombombçikooooooooooooo,2023-09-19T05:07:39.680Z,,,1153557943392931911: selame,
1153557964972638260,1153348653122076676,berkingurcan,bomçiko,2023-09-19T05:07:30.920Z,,,,
1153557951651520564,1153348653122076676,berkingurcan,ololo,2023-09-19T05:07:27.744Z,,,,
1153557943392931911,1153348653122076676,berkingurcan,selame,2023-09-19T05:07:25.775Z,,,,
1153361297392537610,1153348653122076676,berkingbot,Pong!,2023-09-18T16:06:01.715Z,,,,
1153361296151023658,1153348653122076676,berkingurcan,!ping,2023-09-18T16:06:01.419Z,,,,
1153356819880747138,1153348653122076676,berkingbot,Pong!,2023-09-18T15:48:14.193Z,,,,
1153356818198822962,1153348653122076676,berkingurcan,!ping,2023-09-18T15:48:13.792Z,,,,
1153356548828049558,1153348653122076676,berkingurcan,ping,2023-09-18T15:47:09.569Z,,,,
1153356521762201742,1153348653122076676,berkingurcan,hello,2023-09-18T15:47:03.116Z,,,,
1153350087360135170,1153348653122076676,berkingurcan,ping,2023-09-18T15:21:29.035Z,,,,
1153348871909539881,1153348653122076676,berkingurcan,yes it is a question,2023-09-18T15:16:39.249Z,,,1153348794981822544: hi is this a question,
1153348794981822544,1153348653122076676,berkingurcan,hi is this a question,2023-09-18T15:16:20.908Z,,,,
